[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0] : 11947
[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] : 26364
[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0] : 7652
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] : 1394
[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0] : 670
[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0] : 1608
[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0] : 324
[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0] : 25277
[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0] : 878
[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 1345
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0] : 309
[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 147
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] : 1272
[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0] : 2211
[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0] : 539
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0] : 32
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1] : 51
[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] : 164
[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0] : 241
[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0] : 31
[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0] : 188
[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0] : 193
[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0] : 9
[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1] : 23
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1] : 94
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] : 191
[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0] : 19
[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1] : 155
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0] : 1105
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0] : 7
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0] : 50
[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1] : 201
[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0] : 44
[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0] : 1168
[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0] : 94
[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0] : 23
[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1] : 2
[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0] : 54
[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0] : 182
[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0] : 39
[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0] : 5
